"PRT_ID","SALES_PRICE"
"P07035",8283024.70549417
"P04257",10965679.2652093
"P00928",14740528.609276
"P09597",9196238.71426002
"P09744",15484283.916089
"P08951",7279647.3918866
"P03143",7707162.45140708
"P00062",6436151.01575989
"P06406",10347375.6856614
"P07835",8468778.02312685
"P00485",8606784.33565653
"P09288",12510440.3493791
"P04002",8625955.67087854
"P04853",9968968.14201541
"P03361",10100944.025529
"P05281",8267413.33235828
"P06568",12045161.7302975
"P07595",7835691.31799639
"P02829",18570953.7667294
"P03226",7730231.9979666
"P03068",15296826.3933642
"P04223",7719674.39657635
"P01682",6604594.01247002
"P01342",6970052.94350309
"P01954",11332343.5967964
"P03346",11830716.0638799
"P06090",7261030.08876992
"P08664",9162495.03015823
"P02701",12202844.2958516
"P03668",13193327.1713374
"P05791",7384879.79759831
"P04571",7368267.89151893
"P04306",11210673.2767842
"P06965",11352884.888671
"P00968",11690758.7618283
"P07351",10499725.9880646
"P07627",14014449.2215701
"P02263",5312749.96021182
"P00900",8019951.78860236
"P05532",9911344.35685969
"P02420",11023201.4063403
"P02948",10946865.2299116
"P02449",9089001.26824654
"P04555",9515158.15373124
"P08461",16230311.9538723
"P03817",10843756.4149985
"P01194",14752523.6434432
"P00096",14487808.7151599
"P06955",10272246.5999123
"P07375",9916597.34624721
"P01198",9924624.73419506
"P06393",6996817.66723062
"P00973",19930526.4060803
"P08413",15998366.3213695
"P08452",10750028.8355939
"P05808",18348595.5257759
"P01732",9703224.7482822
"P03265",8433009.44071693
"P09269",14726952.5837366
"P02005",12325366.5128832
"P09884",8878672.47698645
"P03077",10205292.424807
"P02144",11802319.0301915
"P01972",6128355.53996021
"P03272",20175929.4682913
"P04748",12557529.6746296
"P09255",14802433.9402483
"P02072",11939558.016716
"P05111",18714615.8210602
"P05943",12246234.9510746
"P04135",15777982.7954254
"P03351",9138779.40882612
"P02627",10547477.7934265
"P02406",9910205.21653164
"P05640",9558711.62550578
"P09231",12231347.4578551
"P06390",8418158.77202983
"P08275",10483449.3719739
"P00571",7577394.10347898
"P03094",15238884.060437
"P02145",15214565.9162735
"P01403",11577046.9229971
"P00398",9406932.87710256
"P05079",11926124.0176789
"P08844",11671980.8060431
"P05122",13710055.4188914
"P02734",13670238.135587
"P07188",14752505.1914461
"P05561",13512665.89609
"P00652",12270526.1253085
"P01072",9727585.70148391
"P00385",8855597.40824831
"P05519",9983087.09417818
"P01410",8190624.24073673
"P05804",6523968.25155319
"P07515",10873732.8471975
"P00691",8009973.51629181
"P03592",7656628.04413451
"P09493",13684750.6971714
"P04172",7935264.40541274
"P01605",9410353.90798757
"P03956",6265202.77323354
"P05076",8416373.86186589
"P05695",12636957.8640575
"P00993",11924465.9173178
"P02468",9822814.61815108
"P06320",3986945.33627732
"P02001",13165361.6307045
"P08770",9194492.27205498
"P00229",17330006.4013769
"P06646",11307797.3524774
"P04466",8104538.3487596
"P05793",7362872.14594419
"P01750",11248018.0954352
"P09131",7938165.39175929
"P02168",8728312.38201411
"P02511",6182275.62311078
"P07343",9282523.38644979
"P01376",21513909.8350853
"P07422",13411192.2674243
"P01769",8809189.78952859
"P08586",8375585.06686992
"P06488",6794016.04314576
"P01230",7760526.58952815
"P02908",6941500.54506386
"P08831",19452688.0637764
"P03288",14330202.3714668
"P00680",5666363.91840399
"P02031",7802860.29559327
"P04875",6248907.9929188
"P07956",12121127.8795224
"P08447",8898362.89364089
"P05865",9317602.15269632
"P09672",14566010.3750537
"P09920",8185513.85653491
"P04910",7482823.86895359
"P00162",14014349.7321787
"P01825",9190266.32507242
"P05292",7917239.20333595
"P02712",12695119.5890133
"P07747",8481433.57039214
"P07472",12597254.908657
"P00068",12408462.0497247
"P00750",16599421.4147535
"P01938",12214776.4914553
"P08240",7965543.45991153
"P05994",8567150.91034565
"P00744",11333288.5776377
"P00792",13221615.3917933
"P04083",6501729.68873061
"P01744",13228182.9188033
"P03503",12735177.9997912
"P04256",6824532.31889195
"P05332",8881656.68576405
"P04078",10394338.5841366
"P06574",17715565.0826362
"P04752",11207722.1209236
"P03316",13920972.766986
"P07291",10295970.0140544
"P07280",12366134.1780007
"P04397",7975354.89909096
"P02025",12931704.0903785
"P09003",15399524.5511843
"P03088",8859586.69776342
"P05216",16896306.3606978
"P00823",11899898.6492913
"P07932",19659920.3343475
"P02680",13224249.1530868
"P03407",11731445.3129124
"P06860",14008993.6877201
"P06832",8237502.8843268
"P00361",17352222.2796962
"P06394",9110731.40287215
"P03881",8185650.2316841
"P02725",8041416.92284478
"P00544",14601688.0765993
"P08809",11005081.6186495
"P02307",9520750.30039413
"P08485",9120171.64290313
"P09159",13667316.1975145
"P01398",10426943.2547782
"P02495",6996979.24890704
"P08769",9309329.66664417
"P00458",11717874.600581
"P05850",19386654.2016312
"P06648",8413398.34791524
"P05003",7571363.74083782
"P03602",14693960.0714076
"P03201",9023147.92457745
"P00489",10586847.1301898
"P06958",8504459.98685617
"P04750",10466945.0690622
"P06660",9814860.84577046
"P04403",12290350.2668613
"P04175",10870074.3143542
"P07433",11644398.0156305
"P03525",9336012.84419985
"P09373",6520545.33589537
"P05845",8799021.67062438
"P05717",9183864.62014527
"P00953",10995382.0337599
"P01301",12247244.4558504
"P07032",6866606.72654737
"P09312",7684017.33503647
"P02357",11096963.6197764
"P00029",12454632.5620614
"P06760",11043047.5383023
"P03206",11199590.1470742
"P08261",11528084.8916175
"P07838",14348915.7612258
"P03558",11105654.0668774
"P03700",7108181.71363611
"P06412",12942881.5064236
"P04043",11796061.5516023
"P03850",9056741.23621894
"P05426",6684602.22572816
"P00178",8654655.1346658
"P03363",11641629.9605973
"P01018",13689499.6164606
"P00572",9376286.82360626
"P02373",13405534.5680203
"P04813",7609674.2083684
"P05372",4727650.91280884
"P04285",9884996.63791592
"P00459",13941274.263499
"P02208",6203627.85430987
"P08567",8080679.19208566
"P07415",22173474.0252152
"P02413",9264670.34516562
"P02586",7857938.32707355
"P05842",9769041.57162482
"P05225",13860007.3279814
"P03024",9014577.11973683
"P04596",3842507.05511774
"P01389",14824381.0680179
"P03708",7556558.05604632
"P08783",9704677.02909935
"P06624",14324205.5143746
"P02243",17176060.9224042
"P00020",5733632.35652054
"P05876",8121324.2581268
"P07232",8402437.75714255
"P02855",10103505.597357
"P09303",9683257.56524993
"P02015",8986609.14474402
"P05454",13490230.0085201
"P07348",11989368.7300812
"P03637",11565484.5952711
"P00263",7498924.32363523
"P02270",12960349.8366039
"P06691",7536531.75549961
"P04068",6947845.24574209
"P04812",7595339.49278278
"P05806",15873861.307412
"P08297",8695462.52963741
"P09086",20197607.8664588
"P00775",10521369.7174175
"P06970",15399130.7250888
"P07630",9995818.28078342
"P06558",4070113.62613828
"P01847",12418485.4456889
"P04412",6327706.7168339
"P05028",9142928.18591634
"P04089",4611274.44483293
"P03672",9931369.29152174
"P05147",7822072.90181018
"P08288",11404936.5883028
"P01330",11492815.3838714
"P04020",10765699.8153662
"P07516",10093395.25968
"P03129",13834437.5854474
"P07204",13322847.1235625
"P02045",9771019.76476378
"P08996",15473433.5882167
"P00574",9829657.10585959
"P02149",10959634.4855018
"P09851",15712281.9388041
"P00509",22559452.5497564
"P00136",19537913.6183432
"P02618",13670260.0451899
"P07265",8437300.24378336
"P00855",14999887.2351288
"P03046",7615836.98786862
"P10026",9202319.65003092
"P00177",8617141.57192237
"P09301",7736178.94705243
"P03284",8993017.89409242
"P06088",7748682.70806999
"P01106",8041791.70331878
"P05623",11599490.7953364
"P01357",19522081.8224451
"P00215",17160349.3408043
"P05023",18548248.7119058
"P02983",7802056.77325792
"P05782",8910098.9875902
"P05733",15374850.9877373
"P02670",8982746.8527912
"P08342",8412673.08692271
"P09732",13612665.5403449
"P05262",12233907.2731439
"P05661",8354127.98551796
"P07639",12311833.6266193
"P08096",12458281.1842486
"P09511",14729088.0349728
"P00822",11220892.7398484
"P06290",8853301.80710656
"P06505",11580276.8841281
"P07653",9440728.43779303
"P06447",20752762.7917467
"P04980",8425470.49459062
"P05638",13924857.2612599
"P07544",8789933.50933487
"P01335",10714870.6822118
"P05311",8395619.36056668
"P03627",8715531.82818414
"P03784",6452674.43105317
"P01464",12586126.0535596
"P01171",10582893.7411801
"P07123",9918076.86006365
"P09662",15467770.2777748
"P03540",8431638.51888544
"P05302",6670472.63525648
"P08705",8985453.11799158
"P06665",6640025.51979203
"P04037",10728301.2333089
"P00325",9251297.11408646
"P08837",12280697.045968
"P05445",13079441.3058578
"P00292",8558340.1250828
"P05044",10919316.446553
"P03002",6044110.77718152
"P05551",9901349.52031375
"P01037",20098367.4384732
"P02316",7366437.60031132
"P07532",16639188.8614293
"P02051",12351981.7709066
"P00817",11952952.7204173
"P05975",8769108.47273464
"P09942",6705152.32862289
"P00488",11782544.8650861
"P03977",8420854.47410125
"P07179",12654196.8653897
"P04074",8802063.85275913
"P04318",14000700.1290667
"P07771",10711222.2696551
"P06431",12934019.9213811
"P00647",13298687.6359518
"P03725",13010289.576624
"P00359",14477945.4660806
"P03884",5761689.58660478
"P04772",7187316.26288635
"P04202",7575005.95797075
"P07384",11155872.559982
"P09375",7450161.36575321
"P02603",9749817.74004615
"P05744",12917761.8060743
"P00454",9023682.13358236
"P03580",10311580.9425746
"P01351",10819900.864193
"P05632",8575994.61791922
"P02658",13061418.6291895
"P03487",11481593.6850925
"P05745",7210841.71991105
"P08616",20220721.7166701
"P00575",10246297.8755325
"P00782",11548523.338754
"P09266",5082174.61443526
"P05541",9456417.44477803
"P07213",12025258.4828404
"P03123",7078122.85496599
"P01741",8565511.92598594
"P04336",9527741.46372605
"P02060",19051465.1604557
"P04800",11255194.0688027
"P01707",7117444.15768469
"P06617",6890929.19741238
"P08260",11043382.1827006
"P07352",12917617.6781633
"P01510",4766200.72505219
"P06564",13142885.5601675
"P08889",9312839.76353152
"P07268",11590666.9654879
"P08641",12532512.8145476
"P03743",8120040.29483465
"P08861",9345827.06169016
"P07687",9210424.83275683
"P06080",6141029.58326728
"P01691",7629083.05404348
"P03308",5892595.32920344
"P00113",10496923.780054
"P04949",8556752.43838812
"P04243",9762017.41830439
"P04199",11673468.2539368
"P02919",14829422.7498837
"P06267",7342803.89488966
"P07383",14582387.0333437
"P05429",13906164.0857664
"P07746",9768006.59987677
"P08241",13944311.46779
"P00774",9677735.75861932
"P02143",14545472.1256915
"P00054",15424668.2813048
"P05676",10155560.221701
"P05875",5251412.5795188
"P05395",11058552.1286177
"P07026",8087734.43321593
"P09598",8731958.40947066
"P09339",19941676.8816671
"P03381",9314351.80449153
"P08655",14038059.8252421
"P02719",7037039.90728099
"P06426",11286184.7318524
"P06890",13155989.0758474
"P02086",8309109.50094254
"P00830",6191068.97320349
"P06941",16582643.4367433
"P02557",11574062.490373
"P07158",14554530.2935912
"P08899",9150147.6781897
"P10027",8529754.90094439
"P03382",2810414.04334445
"P02619",10554160.0153926
"P01966",14683090.3404834
"P01898",16366964.9250331
"P08328",14252981.898546
"P08153",10955566.1876649
"P03374",7159872.28424473
"P02884",9874965.73982001
"P04956",7552746.90663738
"P03101",8461236.77665074
"P02129",10419121.3023328
"P08409",14034882.1264074
"P04789",8942993.28850801
"P06595",13847200.7230109
"P08818",19212929.4590189
"P00049",18666416.8959515
"P08666",12889799.9292373
"P05554",12197898.7173369
"P07193",13539131.6188212
"P09408",9690483.68103386
"P04719",11810825.1578845
"P04932",7562873.70051114
"P08708",20095704.001667
"P02340",13447244.6837465
"P03249",12597285.543754
"P06831",9457892.63753117
"P08001",7240504.30218119
"P03973",4383086.404337
"P00444",10586123.0259567
"P04158",8946668.19402746
"P05855",14411629.313737
"P07262",11683242.6583227
"P05559",5580603.04530496
"P05021",8773583.54305697
"P04934",17690822.3810139
"P04829",7085832.86205442
"P00660",9096836.0016504
"P03892",13739635.367413
"P01406",9390127.20743043
"P01094",8922357.97307558
"P05683",10604418.8183579
"P07631",8580087.93849475
"P00484",18889313.2201508
"P05440",6231482.25846846
"P04666",13787336.9169048
"P08189",8448991.37264467
"P09308",6080369.65574617
"P05750",9428963.16804419
"P00197",11193784.2663475
"P01039",10255328.68549
"P09092",7665168.81403572
"P06411",9482333.32677246
"P04634",7780295.92759336
"P09504",19834246.2397474
"P01248",7424536.42560996
"P00972",12978212.3303106
"P00715",12109642.7574207
"P02242",11544516.7696935
"P07921",8062259.15576477
"P00696",14099557.6018152
"P08880",9362144.65285773
"P07657",6686787.68570889
"P06355",6020824.88101942
"P06033",7159232.94130982
"P00383",6760723.51009692
"P09085",18065776.92758
"P06524",8377908.26499177
"P01567",11588032.2086374
"P09132",7442490.53184612
"P00940",12644628.6071904
"P08171",20254418.2437182
"P00456",12088619.8687592
"P04128",6755369.18590567
"P02328",13295215.9505288
"P00793",13666531.8737239
"P02409",8431058.63422496
"P01064",12905284.5667568
"P05038",12118771.9673297
"P05479",8399520.6982599
"P00326",8768886.18080247
"P00974",7754355.02516438
"P05278",11220655.9119154
"P08168",9560671.49756057
"P05103",13429672.9564355
"P04646",9514911.2366624
"P08299",11522844.996503
"P00859",11670963.6610239
"P02708",4576550.94336159
"P09223",9097834.78308947
"P03765",8241479.13105447
"P03835",13632323.7070118
"P02787",12799494.2190577
"P00567",20119192.1568991
"P01184",20371629.7628854
"P04181",8765406.69765759
"P01221",12872235.8481615
"P09360",8190426.48789448
"P07530",11682891.3373597
"P04603",7435164.81785948
"P01306",8772184.35546274
"P08283",20170203.7375197
"P05162",11207839.2434228
"P09889",11138928.540601
"P09432",9193925.36584974
"P01524",18482783.2768288
"P07172",14385127.3422683
"P03266",7047349.06914628
"P07889",9880990.12363554
"P04431",6923617.02574612
"P01797",9389253.61864407
"P00268",13084088.7252904
"P08897",12117707.0712151
"P04788",7679946.8783635
"P08215",10520694.8586342
"P03595",9437467.04698012
"P01202",13326083.2070354
"P01297",15006000.7582277
"P00618",12878071.4331382
"P05952",14205353.9440394
"P00102",14886907.2887139
"P09921",15503771.749694
"P09040",14543383.81534
"P01561",19211272.3945582
"P03040",12257298.9979374
"P01726",9519585.65547309
"P08303",13242494.8689104
"P08679",7917517.78834445
"P00044",13915200.5053996
"P03533",6508294.70374663
"P04424",9536580.13452114
"P04909",13972325.0514641
"P00235",11438929.2644163
"P05419",8510909.61155618
"P05054",10124320.5968822
"P03596",6634136.00420357
"P07307",12609796.3552877
"P05807",9183353.71964015
"P05815",5004065.88429321
"P09586",12798411.8173575
"P07811",7708825.83307628
"P06349",6858864.51739413
"P02253",10141388.0210592
"P02795",12159692.8481408
"P06160",2432693.5463149
"P00762",19310781.168581
"P00731",13552044.1788521
"P02460",8839656.69189073
"P03135",15997471.7981334
"P00013",9946018.87883509
"P02202",8507676.9759521
"P05706",18787513.524692
"P06135",8023991.05761931
"P05349",11987625.3601236
"P06331",6935718.77016337
"P03673",11048259.7184198
"P07108",8959867.77759219
"P03471",9738488.88463856
"P06194",9131458.85991324
"P05433",6253350.38734187
"P03263",10705412.6003914
"P05463",9926851.40199242
"P02095",8265782.77804697
"P04411",3665191.98910631
"P02266",12455869.2755397
"P04589",5856911.71990676
"P02187",12476203.0172838
"P03438",10926056.0811558
"P09224",8573203.43501372
"P08410",9065162.15377975
"P09790",9376013.73638756
"P09729",10937516.3217189
"P04857",9259912.47106034
"P06887",12026330.2218549
"P04640",8703310.2226736
"P00207",9683403.7976026
"P03508",6632756.69870255
"P05938",5875614.91994382
"P03547",14798643.1147215
"P05288",6181969.18461061
"P05420",4531165.1907729
"P02326",11776641.6503033
"P06785",8996811.09671537
"P07151",11527875.7627033
"P04014",14139030.0080335
"P08263",10526080.1138734
"P07365",13304857.1559687
"P09960",9395020.34979917
"P02196",8798582.18265153
"P07441",8490215.50094421
"P09069",14387159.4424704
"P05937",7588604.14937682
"P05930",10086441.134475
"P01100",11435707.1480139
"P03395",10860767.1769425
"P07971",9345412.10623405
"P04746",10249257.5723713
"P08162",11595871.6543351
"P07666",8477418.91847397
"P04537",8377009.36323495
"P03593",13826973.2116369
"P01054",13498612.9429252
"P07884",14811146.1224315
"P01290",10541214.2463905
"P00320",16869478.171539
"P04621",7294364.28414685
"P03877",18445235.9611097
"P06541",11257821.2532222
"P08952",7814969.31427653
"P04902",7121246.17916972
"P01800",9066758.79943625
"P08866",13392006.1078504
"P04898",7753436.65839077
"P09112",10353121.6608435
"P04962",11876461.551953
"P09567",14135655.3890345
"P04072",9395831.49387355
"P07859",13710824.678431
"P09852",10568454.6895376
"P09042",14363533.9813373
"P01141",9451814.70865793
"P00805",10151810.6620497
"P05860",21426061.9926031
"P03638",17642363.5111901
"P05972",13462864.1161337
"P09829",17192440.8044174
"P07286",10269160.0456877
"P01416",8276946.37593479
"P02104",8060574.41612328
"P03028",8018185.48511798
"P07450",8239470.44360251
"P08176",9078737.89883203
"P06305",8433521.7466721
"P01242",13763070.9199573
"P02341",9685880.28259576
"P01842",5891217.78069443
"P06403",8770993.40915997
"P07301",8906813.54677165
"P09454",7628495.8718778
"P02514",5339408.77907831
"P01440",10425076.4493626
"P07960",11256898.0148943
"P07390",9006701.59237311
"P08137",11213994.4627293
"P02599",10828311.0791297
"P07625",8330863.0866921
"P07970",13607557.8080265
"P00038",12773207.2840538
"P07030",9709156.65874607
"P03591",12450889.9738821
"P00492",9002073.05560631
"P05265",12243386.6274922
"P09261",8241349.63141532
"P09858",9583150.79971213
"P04062",5321701.90115751
"P00260",15046566.6327959
"P01610",8491847.63670571
"P05645",8934686.45779739
"P00336",15941573.3464388
"P07797",11572235.9584066
"P02312",12447000.6256746
"P04276",10924007.2642897
"P05730",14100572.3672278
"P02704",19976052.4872545
"P00232",7106859.33404584
"P07615",7631648.67176695
"P06795",13201588.7153873
"P06949",8127475.68185372
"P04559",13067528.2800651
"P05689",10962896.3441576
"P04881",18675841.2856374
"P05848",9394891.14330594
"P05839",10801288.8520303
"P04496",16140340.0199313
"P08638",21848769.2217157
"P09949",10219007.1056388
"P09995",10225818.6959991
"P08243",9684540.24395893
"P02538",10551217.1819961
"P07590",10639229.9282636
"P00710",15290681.0797298
"P02942",9599323.35460324
"P03092",7414742.93635161
"P07694",10761497.3963483
"P03788",8008645.27122862
"P08111",8327094.37954278
"P09810",12976890.6466381
"P06309",14491595.0668202
"P02728",9566165.37938763
"P07655",11617352.9503919
"P00124",11108956.8009176
"P02546",12467684.0361642
"P08013",21336258.9980419
"P01044",11960112.4370073
"P02295",8955423.55654974
"P10011",13693534.7812837
"P08259",8391533.81990893
"P01716",8903125.34526468
"P04251",4053312.40436692
"P08497",12890887.6559519
"P00835",7950677.33506311
"P00996",9621487.17398174
"P09897",9822658.70927019
"P05993",18498020.6794148
"P09757",9648772.28729624
"P04654",12876418.0527932
"P03643",11884150.7276977
"P05939",18622771.6915916
"P01192",13361252.4938986
"P03238",13435297.5455369
"P05146",10037194.1352972
"P07037",11346669.2405445
"P07214",14140523.4942006
"P01461",9992079.07457174
"P01648",5274735.76540817
"P02175",12629959.8983327
"P04120",6221191.82402582
"P05988",11016764.8278344
"P05721",11552209.6357049
"P04464",18388652.8634138
"P01630",6052085.95611293
"P00091",10726654.0299189
"P09356",8520909.48969478
"P02683",9376543.85175503
"P03759",12266879.2898557
"P06093",9377420.50793285
"P03388",12983888.0636212
"P09467",4590996.3404913
"P09859",8963671.35938958
"P09609",11799495.4698456
"P04896",10414543.049842
"P05949",13287909.1174829
"P02002",5161302.81168754
"P06714",10318710.1859133
"P08095",13527093.7221885
"P01638",10485515.5069133
"P00202",10785390.5692004
"P01621",10351840.7598789
"P09424",8923700.46917454
"P00490",13067525.025968
"P04205",12419233.3528687
"P02379",13354167.0888882
"P06620",11732269.6728768
"P09646",14574277.1430093
"P05688",10586725.1611846
"P08878",6780217.31853069
"P01466",12292172.0930097
"P01940",4901708.20115442
"P09840",15190271.3744507
"P03990",14608077.7020787
"P09602",8790149.55357952
"P09774",10214644.4072147
"P06268",9149910.55645365
"P04017",6613831.08513815
"P06385",10100054.909374
"P00024",8995009.37517853
"P02663",9645783.01935543
"P03312",12409396.6799507
"P04039",10782932.7813404
"P08623",7434220.86538554
"P02068",12048581.8117573
"P00985",19819984.5786133
"P01659",12227805.8788498
"P00104",19744629.1115144
"P02958",12403620.5015279
"P07934",15854878.7562992
"P00440",14978119.723397
"P02043",12057952.8537763
"P04689",14569823.6209777
"P02836",8524085.42805369
"P06335",10511014.490163
"P08934",8010272.38051839
"P04671",12847558.0898473
"P05317",3085983.50468845
"P03701",8908352.98086689
"P06070",20565525.6250061
"P08116",6319570.9947694
"P05140",8350788.03619863
"P01373",11995548.1695063
"P02628",11133862.2297048
"P04773",7461748.26699615
"P09842",16308893.6206886
"P03099",15493143.2681118
"P09083",13888217.8718012
"P03650",17920969.7319672
"P03539",9554012.26947899
"P03275",4591405.64783514
"P03380",13528759.7612423
"P03937",4792258.94487978
"P08991",18973392.3535702
"P00497",11493427.0804976
"P00592",9136039.04687328
"P06365",11556221.3942879
"P00271",12343235.4328477
"P03477",6811680.70845557
"P05922",8951219.0712728
"P08761",12554844.5523918
"P08734",10080428.1324965
"P08183",7487115.23250158
"P07804",13097037.5378058
"P05385",4663376.50190569
"P02614",8811869.9162559
"P03042",7286190.83728714
"P07999",12522734.833396
"P08510",10832152.9113607
"P00318",12707187.1964877
"P03605",12971278.0001275
"P00417",19011510.700937
"P07324",22260821.3965594
"P07491",11493580.1476536
"P01969",12628791.7873721
"P03364",13385416.6122425
"P04864",4933768.86461557
"P06176",9181135.6665555
"P05545",10238039.8078529
"P04265",17701576.8655039
"P09759",6941204.93808419
"P01311",13568069.1266151
"P08957",12043991.8825784
"P05178",8013605.38818992
"P05903",5659430.61634726
"P08204",14300740.4167853
"P09487",7564278.85455889
"P00333",7824886.35572661
"P04429",2863346.03551013
"P08606",8323955.39987702
"P08521",17957606.3418264
"P01348",7068013.50330479
"P09547",14982799.3619372
"P01228",13892065.2404921
"P03920",11300084.5762471
"P06086",12883180.6349223
"P00059",8559502.12700219
"P02949",6794439.91755719
"P06025",5634932.78829778
"P03424",13735971.5617686
"P05089",11831276.1590847
"P00348",11424383.086964
"P09247",7415073.21760703
"P04547",13176116.8645369
"P07493",22026575.0056465
"P07052",12513054.4583252
"P09442",12522657.8656443
"P06829",19869895.9666509
"P06388",10574244.5948086
"P04985",13041397.2824381
"P02152",10467121.9636363
"P01764",20746600.7729554
"P02666",11414858.8210107
"P01696",9653393.95618988
"P02821",12148836.8711067
"P09878",10866811.6182149
"P03075",6586263.2533033
"P08563",6399327.31394018
"P07271",9701676.20469374
"P03483",17247116.8206228
"P09437",10195731.4261538
"P02491",11785225.6345562
"P04193",10147484.4035773
"P09716",9948019.44634084
"P05887",6423639.83947767
"P04454",9506518.31099675
"P06170",5500276.97907341
"P03530",13677581.5694701
"P09877",10151829.9037904
"P06852",15574082.533789
"P05933",13224036.8929553
"P00657",8283731.66593195
"P06748",9886583.80495066
"P07013",8542405.43272645
"P05649",12584982.6198143
"P06061",10486679.2412828
"P02790",11301353.8239037
"P02410",14984847.2288606
"P09249",14274614.5316205
"P09635",12357978.886447
"P08185",11271031.4454861
"P03057",6078081.54888613
"P00799",13476613.2959979
"P01960",18355859.4333305
"P06526",7566350.2706228
"P04692",5747362.56551118
"P01304",13526252.1500763
"P05581",12403524.7848577
"P07533",8124441.60385759
"P06659",12016973.4521931
"P03632",5066686.36891724
"P09125",9833967.27721922
"P06024",8734504.05877394
"P08040",20472169.1263701
"P03695",8805793.03598017
"P04735",7934268.34676481
"P03843",16625988.9520081
"P09133",11734803.9035802
"P01261",11707923.1907083
"P07336",9192525.53369687
"P09251",11806923.8634582
"P08057",6775145.87119527
"P04183",12106456.9720911
"P05828",7905819.06602431
"P04321",6250215.88712282
"P06605",16572221.1738153
"P02259",11321925.3520077
"P02766",7063787.44872029
"P04539",8822120.82072307
"P09323",7363232.53797109
"P01776",12617873.8688737
"P04169",9087700.25023649
"P09334",6499347.02910257
"P06849",8058448.14874185
"P01547",7281516.69189472
"P09667",12270317.6310136
"P05792",7530975.41652272
"P02909",12498978.8691464
"P01540",6257929.48877002
"P02224",7690456.5977617
"P08378",12646583.3833687
"P09647",13611627.6629668
"P09752",9196833.47383825
"P05337",5213323.09544081
"P09532",9312922.15033052
"P01637",10928567.0001632
"P04036",10583772.181339
"P05462",8604238.64575715
"P09955",14732289.0026007
"P07991",12124513.6004147
"P05982",10491852.8544859
"P00547",8520069.63718981
"P09045",14675963.2694973
"P05977",12903692.5095819
"P09331",8009411.89586134
"P06474",6221048.48984534
"P00365",8958761.13429684
"P09641",9386682.91375787
"P06362",14267387.5929647
"P06140",7927732.85246057
"P00077",8474346.30378766
"P02277",12159120.5551906
"P03390",15352498.9053788
"P03402",14407042.9598349
"P04776",12119464.1245749
"P00540",7491029.77614267
"P09587",12480495.7253329
"P00313",15033469.3281827
"P01300",5861140.27753491
"P07577",15557831.833677
"P03039",13654770.0703233
"P05207",7768300.67229391
"P09494",9588117.08049334
"P08403",8698708.77578546
"P06502",6140722.54124815
"P06493",10858737.6280945
"P00672",11890896.1337398
"P07302",13742207.3839595
"P09543",7946330.4309488
"P04767",9977064.26432822
"P00619",12278542.9733647
"P01077",7750670.1847306
"P07886",5655060.68724472
"P01870",11427696.4013366
"P04065",19202747.2479539
"P00436",11106070.2396488
"P02284",14659967.9118584
"P06897",13285762.5985962
"P08502",19679480.2707357
"P09678",7736404.50702412
"P02345",8691380.51212324
